latitude,longitude,elevation,slope,aspect,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_48h,rainfall_72h,antecedent_rainfall_3d,soil_moisture,temperature,humidity,distance_to_road_m,distance_to_river_m,historical_landslide_density,distance_to_previous_landslide_m,landslide_occurrence
26.10338,91.75104,30.0,12.7,112.7,27.6,50.0,141.6,190.9,234.9,368.1,135.3,0.846,22.6,93.1,79.1,291.4,0.37,665.5,1
26.04742,91.81152,190.6,22.5,301.6,1.9,8.6,19.6,25.5,43.4,72.6,24.0,0.268,25.0,51.4,122.8,503.3,0.466,135.3,0
26.08689,91.90452,208.2,39.3,290.9,17.1,52.1,66.0,117.6,185.0,277.4,97.5,0.582,21.3,85.0,97.4,457.0,0.721,1073.4,1
26.1349,91.78261,293.4,27.2,269.8,0.0,0.4,0.6,0.8,13.1,27.5,7.0,0.206,25.6,67.4,89.9,454.8,0.378,2282.7,0
25.28505,91.60071,1131.3,42.6,244.1,8.0,41.7,58.9,76.0,120.6,158.0,58.9,0.668,19.0,89.7,172.0,90.1,0.796,396.9,1
25.247,91.72526,1486.7,39.8,335.1,21.1,23.9,60.6,89.7,145.6,197.8,72.1,0.639,15.8,97.3,68.9,172.7,0.888,1260.5,1
25.63394,91.90249,1518.3,21.3,242.7,30.9,93.1,130.2,216.5,356.2,458.2,170.6,0.894,18.1,92.4,23.0,633.1,0.666,238.1,1
25.53171,91.90099,1419.1,34.0,141.0,2.2,4.1,7.7,10.8,12.8,34.4,10.3,0.224,26.9,52.5,51.4,381.0,0.653,20.8,0
25.641,91.93076,1372.8,20.0,11.1,0.0,0.1,0.1,0.1,18.6,19.3,5.8,0.234,28.1,51.6,52.8,348.4,0.738,27.6,0
25.57152,91.90036,1515.3,27.4,82.8,3.4,5.2,14.0,19.0,33.7,46.9,16.6,0.402,18.1,95.4,247.3,440.5,0.689,436.6,0
23.71053,92.72127,1179.0,54.5,74.7,3.1,7.7,12.2,18.2,32.8,36.8,14.3,0.277,23.5,51.9,179.0,225.1,0.848,1146.6,0
23.79608,92.71729,1118.2,38.1,317.5,3.2,27.3,40.1,62.3,111.0,137.4,51.0,0.506,15.1,80.2,156.2,154.9,0.79,1897.9,0
23.83522,92.80536,1216.6,32.0,233.0,7.8,45.9,81.7,113.6,170.0,251.5,90.0,0.712,17.6,88.7,89.7,561.9,0.672,956.3,1
23.77349,92.68306,1103.7,30.6,281.4,0.4,2.6,4.5,6.5,22.7,25.4,8.6,0.166,24.1,67.0,60.3,350.8,0.834,603.4,0
23.67161,92.62113,1043.4,31.7,157.0,0.0,0.2,0.3,0.4,2.5,21.4,4.6,0.145,26.1,74.3,28.0,478.3,0.625,5239.7,0
11.52299,76.12934,805.7,34.9,52.2,10.3,18.6,27.7,34.7,41.6,46.7,20.4,0.319,24.0,68.5,175.1,457.6,0.84,1353.2,0
10.11679,77.03239,1494.8,32.7,353.5,0.1,0.7,1.1,1.4,20.1,27.1,7.7,0.177,20.0,45.6,14.9,579.5,0.735,20.0,0
26.0252,91.80823,48.6,26.7,111.5,3.6,12.4,20.3,25.4,40.4,50.6,19.2,0.543,19.5,82.1,70.5,155.3,0.359,793.7,0
26.07073,91.81072,132.8,18.3,332.1,2.0,13.3,16.7,29.4,47.1,72.1,25.0,0.5,15.4,87.2,38.6,593.9,0.575,205.3,0
26.01643,91.9133,316.2,21.0,76.9,43.8,73.8,154.0,207.4,279.5,335.1,136.5,0.903,20.7,84.9,169.5,343.8,0.757,2530.7,0
26.08988,91.84327,35.9,22.8,11.2,0.1,0.5,1.3,1.5,15.4,39.4,9.7,0.119,22.8,52.0,112.4,520.4,0.292,4548.1,0
25.32271,91.5093,1291.7,37.2,156.8,10.0,28.7,61.5,85.8,140.5,195.3,70.3,0.537,20.8,93.3,203.8,174.1,0.851,477.2,1
25.25506,91.74937,1377.9,31.3,82.9,2.2,3.5,7.3,9.4,11.9,15.0,6.1,0.453,19.2,87.0,277.0,472.3,0.844,139.9,0
25.58982,91.87137,1330.6,30.7,266.5,24.0,51.9,113.7,154.0,195.7,282.7,106.9,0.774,16.7,94.0,87.0,1080.6,0.64,379.1,1
25.55567,91.88258,1522.7,33.4,103.6,10.8,78.5,144.2,189.0,239.8,308.7,123.5,0.843,20.0,84.3,109.2,352.9,0.65,1632.5,1
25.70582,91.95571,1167.7,47.9,259.9,0.1,0.5,0.6,1.0,20.7,39.3,10.1,0.1,18.7,52.2,94.2,550.7,0.845,2564.5,0
25.58793,91.90024,1537.2,16.0,120.5,5.3,14.5,25.3,41.3,58.9,76.1,29.4,0.444,19.4,90.4,40.5,441.8,0.603,404.5,0
23.74013,92.71026,1137.8,39.8,56.8,21.3,43.6,61.4,93.0,117.5,171.5,64.6,0.615,17.0,86.2,32.7,350.7,0.896,2232.3,1
23.7798,92.64159,953.8,40.2,159.4,34.5,58.0,149.5,196.0,314.8,365.5,143.8,0.803,16.5,92.0,29.5,284.1,0.985,160.4,1
23.74597,92.7844,992.1,41.9,220.1,0.3,1.3,3.3,4.2,14.6,36.9,9.7,0.251,14.6,56.9,24.1,361.3,0.727,2706.1,0
23.81134,92.67409,1333.4,40.0,6.5,11.9,41.9,49.9,86.4,130.7,199.5,70.3,0.567,19.2,80.4,67.2,288.1,0.71,653.4,0
23.70597,92.72949,1005.6,44.1,28.3,9.9,40.2,81.3,114.0,185.4,230.8,87.5,0.718,21.7,90.1,212.2,407.6,0.732,140.6,1
11.55774,76.09014,840.2,29.2,61.2,21.6,42.0,60.9,100.9,149.3,236.8,82.5,0.689,20.7,80.6,85.5,246.0,0.893,132.8,1
10.12936,77.06838,1427.0,31.2,84.0,15.7,47.2,70.6,87.3,128.3,151.2,60.5,0.631,22.1,90.9,73.8,304.9,0.8,231.8,1
26.04343,91.79203,30.0,11.7,211.4,33.4,122.1,146.3,225.1,350.4,417.2,163.5,0.923,22.4,97.3,145.6,352.8,0.508,589.9,1
26.11759,91.82996,120.9,25.6,193.8,16.9,33.8,69.0,125.3,189.6,247.5,93.5,0.748,20.8,83.0,119.6,421.3,0.557,585.3,1
26.04415,91.90948,254.2,27.3,251.3,12.0,56.9,75.9,133.4,229.1,362.5,122.1,0.718,17.2,80.4,96.9,360.1,0.682,814.7,1
26.08157,91.79935,170.5,15.4,42.3,0.9,5.7,8.2,11.2,30.1,34.3,12.1,0.225,21.6,73.7,92.0,891.3,0.523,2232.4,0
25.28279,91.5264,1134.8,27.4,5.5,5.0,10.0,16.2,21.5,32.6,48.9,17.4,0.437,15.5,88.8,34.4,166.6,0.895,88.7,0
25.26908,91.71582,1419.3,39.4,50.1,27.1,80.9,203.8,242.2,312.9,463.1,172.3,0.914,16.7,83.3,114.4,297.0,0.887,707.9,1
25.56918,91.92599,1590.9,27.4,152.8,11.2,35.0,54.0,76.1,109.2,156.2,57.4,0.518,12.4,90.4,25.2,579.2,0.668,1326.1,1
25.60425,91.91473,1562.6,39.4,288.9,0.4,0.7,0.9,1.2,2.5,7.6,2.0,0.163,20.9,55.7,47.2,364.6,0.663,858.4,0
25.6166,91.96298,1213.7,36.9,113.2,25.3,66.6,125.0,198.3,340.3,402.1,154.1,0.848,19.2,86.2,13.1,237.2,0.833,161.0,1
25.61207,91.91247,1534.4,24.2,241.5,0.0,0.1,0.1,0.1,11.0,26.8,6.5,0.244,21.8,64.7,78.4,597.8,0.378,2480.4,0
23.66738,92.68911,1215.8,35.4,230.5,1.5,3.2,3.4,5.4,10.1,38.6,9.8,0.246,22.0,45.6,92.2,268.7,0.916,685.3,0
23.79473,92.65326,1023.0,40.3,164.5,21.4,63.9,121.6,170.3,260.8,358.2,131.8,0.853,19.7,90.6,51.9,308.0,0.883,891.4,1
23.71973,92.73996,872.9,33.2,322.9,32.7,89.4,134.1,239.2,358.5,501.7,184.0,0.98,20.3,83.2,45.3,549.7,0.58,54.6,1
23.77957,92.75048,1147.8,36.7,3.3,0.4,0.8,1.5,1.9,8.3,10.9,3.4,0.191,20.3,57.8,100.9,225.9,0.705,20.0,0
23.73352,92.71555,1216.9,31.7,206.4,2.3,6.5,12.0,17.6,27.7,50.0,16.3,0.208,22.0,66.7,156.2,441.3,0.584,1929.4,0
11.61592,76.19407,898.1,40.0,112.8,0.4,1.4,2.0,2.5,10.6,17.0,5.0,0.23,19.0,50.3,143.8,133.6,0.808,400.0,0
10.08724,77.06686,1573.6,52.2,150.8,6.4,49.4,88.4,113.6,169.1,265.3,92.7,0.735,18.9,83.5,132.2,477.7,0.723,354.4,1
26.06652,91.84695,86.9,16.1,91.2,12.1,16.7,38.8,58.0,75.5,95.5,38.3,0.536,22.7,87.4,281.1,140.3,0.318,5223.1,0
26.03597,91.87072,30.0,28.4,203.9,13.4,43.9,100.8,154.5,274.8,379.1,134.2,0.713,25.1,85.8,11.9,454.1,0.402,1728.4,1
26.04794,91.84794,312.4,29.0,101.5,6.6,27.4,59.0,88.0,150.2,196.1,71.8,0.636,24.2,90.6,50.4,409.1,0.827,271.2,1
26.14035,91.73339,30.0,14.9,94.4,7.5,69.9,108.3,144.4,200.0,256.3,100.1,0.791,23.5,86.3,88.4,523.1,0.384,888.8,0
25.28886,91.56406,1084.2,39.7,51.9,1.7,2.5,4.5,5.8,7.9,21.5,6.3,0.336,24.3,68.5,164.1,277.9,0.86,1116.9,0
25.33541,91.71365,1554.1,43.5,80.7,14.6,56.1,131.0,201.6,287.1,357.9,140.6,0.834,22.0,80.6,60.8,359.5,0.939,691.6,1
25.60487,91.88807,1473.7,25.4,50.4,25.8,57.7,99.3,166.2,233.2,270.3,110.6,0.815,18.4,95.7,105.0,567.7,0.424,183.0,1
25.5523,91.91308,1506.4,33.5,264.6,41.3,119.0,142.6,238.8,371.7,526.7,190.3,0.98,17.6,84.1,35.0,485.2,0.778,62.9,1
25.68284,91.875,1097.1,31.4,310.9,1.0,1.9,3.2,3.6,8.5,25.8,6.7,0.161,24.7,45.2,74.6,252.1,0.756,273.2,0
25.6135,91.912,1581.9,22.0,187.0,1.0,2.5,3.5,5.0,6.6,8.8,3.4,0.509,18.1,90.9,75.1,456.2,0.591,899.7,0
23.71399,92.68153,1211.6,37.5,164.0,17.6,74.8,111.7,140.4,218.0,275.4,105.0,0.788,16.5,88.6,46.1,328.5,0.861,112.8,0
23.77186,92.74029,1114.2,41.6,226.8,3.5,9.9,14.8,23.3,33.1,39.3,15.8,0.395,20.5,95.7,63.1,204.7,0.711,615.0,1
23.76738,92.78599,1174.9,33.3,163.5,0.3,0.6,0.8,1.1,4.0,13.5,3.3,0.166,20.7,56.9,89.8,759.0,0.696,547.8,0
23.76032,92.73702,1098.1,45.5,342.2,0.3,0.9,2.3,2.6,19.6,42.9,11.1,0.193,14.9,58.9,38.4,285.5,0.775,377.0,0
23.73465,92.75982,1074.9,32.1,260.1,3.1,12.8,17.4,26.8,34.4,45.7,17.9,0.504,15.4,81.3,78.5,571.7,0.809,475.2,0
11.53437,76.11776,947.3,37.5,207.5,0.9,1.3,2.7,3.9,6.8,31.2,7.7,0.222,20.0,73.3,95.0,206.5,0.722,471.5,0
10.07338,77.13257,1431.3,39.4,346.2,40.8,54.9,131.3,169.7,256.7,326.3,124.9,0.868,17.9,91.9,43.2,308.5,0.939,554.7,1
26.14789,91.79498,30.0,8.8,146.6,4.4,22.5,40.6,51.1,80.9,104.4,39.2,0.471,23.4,85.7,67.0,242.1,0.36,894.8,0
26.03672,91.75627,78.2,24.9,157.8,10.0,29.7,59.3,95.7,160.7,225.5,80.3,0.608,21.7,87.3,19.7,519.1,0.494,1223.4,1
26.07517,91.94369,236.9,31.0,215.7,14.5,80.8,145.4,175.6,250.2,314.9,123.1,0.909,21.9,80.1,94.8,416.1,0.709,210.3,1
26.03815,91.79874,30.0,34.2,296.2,35.4,56.7,119.7,155.2,230.6,277.9,109.7,0.748,21.7,93.2,96.6,402.9,0.462,113.2,1
25.25895,91.62574,1205.8,45.1,253.4,22.4,49.6,102.9,160.1,196.2,281.6,108.0,0.759,15.3,93.9,56.7,126.6,0.94,80.2,1
25.24912,91.79928,1576.0,35.6,16.1,6.6,21.0,43.4,61.4,98.1,129.6,48.0,0.578,14.4,85.2,92.3,113.6,0.949,47.5,1
25.57507,91.90414,1613.6,32.6,295.3,4.0,6.4,11.8,16.3,23.9,34.6,12.6,0.437,16.7,89.7,19.4,554.0,0.546,386.8,1
25.58948,91.92412,1563.5,29.1,143.0,22.2,71.8,100.7,137.8,206.1,309.8,110.1,0.744,16.4,84.5,96.6,423.6,0.688,3447.9,1
25.62825,91.94255,1335.6,35.4,135.8,0.6,3.1,6.2,7.6,11.0,28.7,8.4,0.164,25.4,65.8,180.5,285.8,0.688,705.7,0
25.57896,91.84122,1635.0,14.9,82.2,0.8,1.6,2.7,3.5,7.1,29.1,7.2,0.11,20.1,61.4,133.8,417.7,0.541,67.3,0
23.72402,92.75545,1317.3,35.8,227.8,0.2,0.4,0.6,0.8,13.9,41.6,9.9,0.215,26.1,46.4,187.0,471.3,0.852,46.1,0
23.8141,92.69256,867.8,46.1,275.1,6.5,54.3,75.9,119.0,182.7,234.9,89.1,0.741,18.3,84.2,71.2,183.3,0.806,470.1,1
23.79567,92.76738,1010.9,38.5,25.5,13.0,15.1,36.8,60.0,94.1,124.1,46.2,0.516,18.9,84.9,228.9,365.6,0.741,850.7,1
23.72433,92.72992,1360.0,34.2,25.0,0.0,0.1,0.1,0.1,3.2,26.9,5.7,0.148,20.5,58.1,50.1,191.3,0.798,747.2,0
23.72575,92.69167,866.3,24.6,164.8,18.9,33.0,53.8,81.7,120.9,176.5,63.7,0.593,19.9,96.5,160.1,968.5,0.621,93.2,1
11.57309,76.15534,900.8,29.4,15.6,20.2,52.2,75.3,122.8,152.9,207.8,81.4,0.593,17.0,97.1,349.6,208.3,0.898,1801.5,1
10.06592,77.06409,1406.0,47.5,78.7,16.7,39.4,69.1,106.8,167.3,263.1,90.7,0.64,17.9,88.3,189.2,224.9,0.901,324.8,1
26.07288,91.83613,82.0,23.1,67.2,7.9,19.1,40.3,67.8,82.7,112.6,44.4,0.547,25.2,94.9,54.0,225.4,0.555,1093.6,0
26.07197,91.8971,30.0,12.8,223.5,1.8,2.9,4.3,6.9,8.1,9.6,4.1,0.142,22.5,66.5,118.6,357.8,0.442,878.1,0
26.01866,91.86205,46.2,34.4,284.8,6.3,16.1,32.4,48.9,73.3,95.6,36.2,0.466,20.4,80.3,133.4,308.1,0.636,36.6,0
26.12753,91.79967,79.4,12.3,265.4,0.8,0.9,2.5,2.8,20.0,40.7,10.7,0.194,26.4,50.7,106.7,411.1,0.516,476.0,0
25.27387,91.6168,1109.7,40.1,57.0,0.2,0.4,0.7,1.1,19.8,20.4,6.3,0.163,21.2,59.5,80.6,143.2,0.896,85.4,0
25.30841,91.75343,1550.8,49.8,72.2,7.5,23.7,42.5,51.5,73.3,114.1,40.4,0.496,13.0,95.7,65.6,247.5,0.978,277.5,0
25.50941,91.96732,1420.4,29.4,153.0,23.8,54.7,110.2,156.8,190.4,245.8,99.6,0.885,17.8,88.1,38.9,603.1,0.704,360.6,1
25.55878,91.9219,1453.3,39.6,153.7,19.9,62.6,99.6,127.1,168.9,248.6,92.0,0.689,19.9,83.1,20.2,409.9,0.71,154.3,1
25.56948,91.90065,1262.8,32.5,77.4,25.5,35.4,86.1,122.1,203.6,258.0,96.4,0.525,16.6,90.0,76.5,211.0,0.723,446.2,1
25.58526,91.90571,1622.9,23.2,261.6,30.8,43.8,97.0,173.2,296.4,432.1,150.7,0.878,13.8,94.3,64.3,415.5,0.534,106.5,1
23.76412,92.70446,1077.5,46.2,357.0,2.8,26.1,41.6,55.7,91.3,119.6,44.2,0.499,16.4,88.6,156.4,267.5,1.0,111.7,0
23.81488,92.81406,963.5,39.1,326.2,5.8,17.6,21.2,36.7,48.7,67.0,25.6,0.475,18.8,84.8,67.7,277.7,0.917,316.1,0
23.77653,92.71791,1120.9,42.6,201.6,2.8,8.0,10.2,13.4,15.7,40.5,12.4,0.192,24.7,73.7,117.5,436.0,0.642,498.8,0
23.82551,92.68595,1330.7,46.0,71.4,23.4,52.4,93.6,142.0,171.4,216.3,88.8,0.791,21.4,96.5,19.1,205.3,0.703,94.1,0
23.75971,92.69692,1062.7,44.6,284.4,0.2,0.3,0.5,0.9,19.0,34.8,9.0,0.221,24.6,73.5,187.8,489.0,0.69,310.9,0
11.4925,76.0825,954.4,50.0,352.2,1.4,3.2,7.1,10.3,25.7,31.8,11.0,0.239,27.8,50.2,59.3,192.9,0.993,727.6,0
10.07438,77.06817,1381.0,49.6,100.4,4.7,28.6,41.3,52.3,86.2,129.9,45.1,0.602,17.6,84.0,170.6,413.6,0.856,335.7,1
26.11173,91.7869,67.4,21.1,327.7,38.5,46.4,121.8,166.4,244.7,384.7,134.7,0.802,20.9,80.5,90.5,168.8,0.472,998.1,1
26.09451,91.82588,92.4,16.8,1.1,8.3,13.0,37.8,47.5,76.3,94.5,36.0,0.503,19.0,96.4,60.8,476.3,0.483,2709.0,0
26.09029,91.86015,137.8,20.3,260.4,4.6,8.4,13.0,15.7,32.8,32.8,13.0,0.286,23.2,63.0,30.6,334.3,0.813,1171.2,0
26.03908,91.80289,30.0,23.9,141.4,13.3,62.0,96.2,118.6,182.1,236.0,89.1,0.665,21.4,85.9,111.0,656.2,0.506,131.8,0
25.2501,91.565,1030.0,29.7,63.4,17.2,80.9,100.5,152.1,187.4,279.9,105.1,0.819,22.6,88.8,27.6,232.0,1.0,306.0,1
25.19866,91.78069,1495.1,38.8,4.3,18.0,35.1,59.2,78.8,94.8,151.0,55.4,0.63,13.9,96.1,57.6,234.1,0.953,59.9,0
25.55855,91.88044,1523.0,37.6,223.0,27.2,54.3,75.7,110.1,191.8,255.9,92.4,0.564,23.0,88.1,131.4,662.2,0.51,37.9,1
25.53112,91.88578,1585.2,30.6,270.8,63.5,78.7,147.4,255.9,358.8,433.5,173.8,0.98,22.4,90.4,44.0,679.2,0.681,20.0,1
25.67293,91.95702,1276.2,35.3,222.5,9.7,42.5,94.4,117.4,199.2,263.4,96.1,0.773,19.4,84.3,22.7,726.8,0.815,270.3,1
25.60357,91.84949,1367.0,19.6,60.3,6.2,49.2,70.3,112.4,179.9,267.4,94.0,0.688,20.1,80.3,193.0,433.6,0.66,1433.4,1
23.71451,92.79825,1138.9,40.9,158.4,3.2,19.3,31.2,43.3,66.4,77.3,30.8,0.548,18.1,87.2,96.4,447.0,0.958,1106.6,1
23.82243,92.69992,970.9,47.1,286.4,29.2,63.5,90.9,126.9,199.2,271.6,99.6,0.714,20.7,82.3,53.4,213.4,0.884,420.3,1
23.71503,92.7421,1096.6,29.2,66.4,19.2,51.0,91.3,133.5,193.1,268.9,99.8,0.757,17.6,86.0,34.8,315.2,0.697,156.4,1
23.77159,92.80511,1233.6,42.5,267.7,1.2,5.7,8.6,11.0,15.2,40.8,11.9,0.183,23.4,66.7,97.8,375.5,0.744,462.5,0
23.73356,92.7422,1020.7,28.9,253.9,5.3,7.1,12.0,21.6,33.0,48.5,17.3,0.424,20.0,84.7,82.5,450.2,0.643,1297.3,0
11.59107,76.10199,856.7,45.3,196.6,15.7,82.1,90.9,151.9,254.1,404.8,136.8,0.819,20.8,80.2,105.9,194.4,0.868,1280.7,1
10.12927,77.10019,1463.3,44.6,296.3,2.5,14.8,32.9,41.4,64.9,97.3,34.2,0.502,21.7,80.7,82.2,217.5,0.922,516.4,0
26.10238,91.84894,30.0,17.7,344.0,0.1,0.3,0.5,0.6,7.7,32.3,7.4,0.203,26.6,49.6,68.1,321.2,0.568,1473.0,0
26.03665,91.8227,255.6,15.8,107.1,0.3,1.2,1.6,2.1,13.2,15.6,4.9,0.172,29.3,69.0,33.4,432.4,0.537,322.6,0
25.98606,91.83255,127.7,24.4,144.9,5.7,19.0,30.9,34.6,52.1,58.9,23.9,0.333,25.6,60.9,33.0,330.3,0.73,1047.7,0
26.14035,91.72734,136.6,28.2,56.4,0.6,4.9,6.5,9.1,15.8,29.2,9.2,0.158,21.8,69.2,70.6,929.0,0.295,213.5,0
25.30493,91.56429,1179.7,39.5,17.9,1.7,4.3,6.5,10.7,27.2,31.5,11.2,0.19,24.0,52.4,80.0,333.6,0.757,445.2,0
25.25454,91.76217,1334.9,26.6,225.4,18.5,69.9,190.5,226.3,292.4,371.7,148.8,0.98,21.1,82.8,156.3,340.7,0.787,1880.7,1
25.53776,91.88027,1614.8,29.8,67.5,9.1,33.7,65.2,99.7,164.4,251.6,86.7,0.547,12.9,96.0,600.9,716.5,0.528,4395.2,0
25.53654,91.9563,1463.2,26.4,296.2,1.3,3.4,6.6,9.8,14.9,33.3,10.1,0.238,20.0,54.8,47.4,367.1,0.67,143.5,0
25.60162,91.9163,1281.2,36.8,250.6,0.1,0.6,1.4,2.0,14.4,39.7,9.8,0.172,18.6,58.9,200.9,249.3,0.852,435.3,0
25.63341,91.90475,1406.4,21.6,29.6,10.0,19.3,27.9,47.1,57.3,86.4,32.4,0.597,19.2,85.5,92.0,616.3,0.736,1119.5,1
23.71499,92.73191,1199.5,37.5,230.2,3.1,6.6,13.0,19.0,30.1,41.4,15.1,0.465,20.0,93.3,115.9,334.6,1.0,619.6,0
23.70205,92.65725,1097.4,47.3,25.6,0.1,0.2,0.3,0.3,1.4,19.3,4.1,0.107,20.0,47.7,76.2,247.8,0.919,788.3,0
23.72522,92.73343,1024.0,44.0,156.7,29.8,45.1,110.0,165.7,269.5,312.3,122.6,0.79,13.9,80.2,38.9,724.4,0.763,511.9,0
23.8723,92.78714,1168.0,31.7,90.6,9.7,41.8,65.7,80.0,142.9,222.4,74.8,0.608,17.7,87.4,390.1,275.9,0.862,242.1,1
23.80667,92.71459,1050.1,37.1,225.3,3.2,20.7,35.7,59.0,95.0,111.6,43.6,0.523,15.0,97.1,57.7,449.0,0.675,1989.1,0
11.58869,76.08283,937.9,36.7,335.0,24.7,53.8,62.0,104.9,136.8,179.3,70.5,0.704,15.1,96.2,297.2,249.0,0.887,142.0,1
10.1324,77.11655,1402.9,44.2,131.0,1.4,3.1,4.0,5.9,17.3,44.1,11.7,0.149,23.4,51.4,18.2,543.1,0.817,1231.3,0
26.10252,91.79837,100.0,21.4,204.9,45.3,110.2,206.6,287.2,425.8,498.8,199.8,0.98,24.2,90.6,57.0,120.5,0.515,101.9,1
26.0244,91.80762,145.8,18.3,221.1,1.2,7.8,12.9,21.8,38.3,45.8,17.4,0.471,18.2,95.2,39.5,1072.3,0.456,42.5,1
26.07256,91.86003,177.4,30.4,132.8,0.9,1.3,3.2,4.0,10.3,32.8,8.4,0.164,21.6,73.5,84.1,348.3,0.739,71.3,0
26.11788,91.80421,123.4,18.3,188.8,0.5,3.9,5.2,8.0,24.0,49.7,14.0,0.177,30.1,49.4,114.2,475.1,0.392,1151.5,0
25.28873,91.58695,1150.9,36.3,185.6,19.9,54.9,73.6,123.4,195.9,241.4,92.5,0.669,21.2,92.8,28.9,163.6,0.821,1033.3,1
25.29595,91.6677,1684.4,41.6,170.1,0.6,2.1,3.4,5.7,11.7,34.2,9.1,0.181,18.6,73.8,85.8,483.3,0.897,737.9,0
25.61222,91.87618,1454.3,34.6,47.1,6.7,17.1,51.0,67.1,106.5,142.1,52.5,0.601,17.2,90.7,97.8,559.9,0.559,705.9,0
25.53084,91.86629,1411.1,24.8,341.6,1.0,4.2,7.7,11.0,13.6,21.5,7.9,0.385,18.3,89.1,22.1,708.0,0.591,1657.3,0
25.62477,91.91909,1220.6,29.0,182.4,2.3,4.2,6.4,8.6,25.6,39.8,12.2,0.192,24.1,48.9,162.7,322.8,0.8,313.3,0
25.57842,91.85165,1669.3,30.1,48.4,2.7,3.7,5.9,9.3,19.4,22.0,8.2,0.23,20.9,56.1,40.4,556.0,0.681,676.3,0
23.73569,92.74949,978.7,53.2,36.1,0.3,2.0,3.7,4.7,15.0,35.8,9.6,0.192,22.1,69.6,24.7,510.2,1.0,90.5,1
23.71473,92.69573,992.1,42.6,212.0,2.2,4.5,7.9,10.7,19.0,44.2,12.9,0.137,19.3,71.7,166.7,162.0,0.946,64.5,0
23.7026,92.76543,1216.8,43.2,116.9,6.4,47.5,71.4,90.1,120.6,152.6,60.6,0.543,22.4,97.4,26.6,434.3,0.695,20.0,1
23.82026,92.73893,1201.7,40.9,326.1,0.5,2.0,2.8,4.3,5.0,33.3,8.0,0.236,25.5,64.8,55.2,384.5,0.724,1656.1,0
23.67852,92.69735,1054.5,32.3,140.2,7.2,27.2,39.5,51.2,75.6,106.3,39.1,0.568,22.6,95.8,60.3,443.5,0.742,679.8,0
11.59588,76.1646,948.7,38.2,251.5,38.3,67.9,115.1,164.0,218.6,305.0,115.7,0.8,18.3,95.8,75.2,184.2,0.855,1238.0,1
10.09269,77.05653,1419.0,42.9,25.8,0.1,0.2,0.2,0.3,14.5,29.2,7.3,0.149,20.8,47.8,36.9,359.3,0.759,2413.7,0
26.08885,91.77242,70.2,17.3,112.0,5.3,27.9,71.9,96.3,161.9,258.2,87.1,0.675,24.5,96.9,59.6,309.7,0.315,2031.9,1
26.06971,91.84121,79.8,21.2,183.3,31.6,49.9,102.7,130.2,157.3,219.7,85.7,0.685,23.5,81.1,23.6,437.5,0.309,851.1,1
26.05448,91.86772,244.5,32.9,267.0,0.7,2.9,5.6,6.4,18.1,18.5,6.8,0.244,25.9,54.6,57.2,430.8,0.744,20.0,0
26.00827,91.83667,59.1,13.6,293.7,24.6,84.4,109.0,178.2,253.5,363.9,133.8,0.828,24.7,88.1,212.5,624.2,0.321,1618.7,1
25.25543,91.56468,1143.9,33.3,355.0,3.0,15.1,17.3,28.5,41.9,56.0,21.1,0.3,24.9,70.6,26.8,226.1,0.869,283.8,0
25.25201,91.76142,1579.0,42.7,90.8,18.2,64.4,89.3,157.0,208.1,284.8,109.2,0.802,17.0,92.5,255.6,231.3,0.875,632.3,1
25.5743,91.91496,1526.5,30.0,241.7,0.2,0.4,0.8,1.0,13.1,17.7,5.0,0.237,22.5,48.8,36.7,820.5,0.5,395.9,0
25.61383,91.85023,1499.1,35.3,329.6,0.1,1.1,1.7,2.6,16.8,36.6,9.5,0.172,16.3,65.0,64.9,407.3,0.638,1176.9,0
25.61679,91.87389,1303.7,26.1,96.1,18.8,51.7,74.1,103.3,125.9,170.9,67.4,0.665,23.3,92.1,9.6,294.6,0.648,712.3,1
25.56221,91.89965,1523.8,25.5,125.3,32.7,87.7,138.6,168.9,235.9,372.4,131.8,0.819,16.3,96.1,60.7,457.8,0.62,480.5,1
23.69095,92.74083,1095.3,46.2,32.4,26.3,44.9,66.4,117.9,158.7,237.2,86.9,0.672,20.0,91.4,38.1,228.2,0.976,532.5,1
23.72322,92.72922,1053.1,44.2,80.6,0.4,1.6,2.0,2.9,11.1,21.6,6.0,0.224,26.5,53.5,38.0,585.1,0.899,974.4,0
23.76571,92.72918,1103.8,38.1,263.2,0.3,0.7,1.2,1.4,1.7,22.2,4.9,0.177,19.3,68.0,27.7,562.6,0.731,219.4,0
23.77222,92.75558,1260.2,21.9,56.7,28.2,51.7,98.3,128.3,215.6,295.9,106.4,0.713,15.3,95.2,87.6,373.4,0.887,20.0,1
23.68064,92.70659,1068.5,36.1,337.4,6.4,27.9,44.0,53.1,71.4,107.7,39.3,0.496,20.5,88.1,134.1,484.4,0.64,209.7,1
11.60466,76.11083,970.3,48.1,101.6,10.7,16.0,23.8,43.0,55.9,80.7,30.3,0.572,20.0,84.6,150.4,264.7,0.92,93.7,1
10.02091,77.05241,1474.4,47.9,69.1,6.3,32.2,49.1,85.8,108.1,144.5,56.9,0.672,18.3,86.8,125.5,323.3,0.803,809.2,1
26.08866,91.81631,160.7,16.8,36.1,0.0,0.0,0.1,0.1,19.7,33.6,8.7,0.182,29.5,59.9,258.2,451.0,0.395,955.0,0
